,Symbol,Last Known Close,Sentiment Score,Estimated Close,Stock Direction,Confidence,True Close,True Stock Direction,True Stock Direction (For Analysis)
361,PFG,70.54,10.0,70.54430529261163,↑,0.012138998823589877,70.3499984741211,↓,0
362,PG,160.61,-1.0,160.2922639333319,↓,0.2607373054302789,160.7100067138672,↑,1
363,PGR,109.235,6.0,107.99705584667572,↓,0.027469233345280314,108.02839660644531,↓,0
364,PLD,166.35,13.0,165.49247570993245,↓,0.5909182586946405,169.8699951171875,↑,1
365,PRU,111.23,4.0,128.60902244801858,↑,0.0034601189248817704,111.55999755859375,↑,1
366,PTC,98.76,14.0,150.15613288540044,↑,0.0035412327080981297,97.26000213623047,↓,0
367,PEG,71.53,5.0,71.1801326361383,↓,0.10430830076950603,71.2750015258789,↓,0
368,PSA,395.74,9.0,398.49528025711703,↑,0.0556355996697346,396.1000061035156,↑,1
369,PHM,43.35,12.0,43.67515662546816,↑,0.0820169218660062,42.189998626708984,↓,0
370,PVH,73.36,5.0,70.62931535929737,↓,0.06936831226169013,73.44940185546875,↑,1
371,QRVO,111.34,5.0,118.0080003336284,↑,0.03226051830244042,111.4800033569336,↑,1
372,QCOM,135.96,6.0,137.15778533422053,↑,0.1154215537335,136.9499969482422,↑,1
373,PWR,118.045,4.0,154.20200765406662,↑,0.003837179226834301,118.76000213623047,↑,1
374,DGX,135.84,10.0,138.0121465015036,↑,0.08284059961785896,138.66000366210938,↑,1
375,RL,104.75,4.0,101.03964615029531,↓,0.028654956478418217,104.31999969482422,↓,0
376,RJF,100.86,3.0,128.84870896299708,↑,0.0021896106622841982,101.6500015258789,↑,1
377,RTX,99.96,-10.0,112.68860671227594,↑,0.0039631335378561,99.71009826660156,↓,0
378,O,72.46,8.0,72.03622404882479,↓,0.39795243526854784,72.36000061035156,↓,0
379,REGN,677.59,10.0,729.8577818632692,↑,0.009493929601325956,678.780029296875,↑,1
380,RF,21.185,6.0,21.073039782491946,↓,0.13309060610313048,21.489900588989258,↑,1
381,RSG,135.755,6.0,135.6174872939273,↓,0.4979201306998766,137.69000244140625,↑,1
382,RMD,219.06,8.0,299.06725357342293,↑,0.0016692801914430927,217.72000122070312,↓,0
383,RHI,110.625,8.0,110.4246884367658,↓,0.0753685047641517,101.04750061035156,↓,0
384,ROK,255.89,11.0,382.8332483505778,↑,0.004703073979892254,258.0199890136719,↑,1
385,ROL,33.065,11.0,34.8139631967274,↑,0.014533394245818978,33.90999984741211,↑,1
386,ROP,471.99,10.0,471.9654798369229,↓,0.32633235859262544,475.45001220703125,↑,1
387,ROST,103.9127,7.0,103.43745175057484,↓,0.9039158907501202,102.27999877929688,↓,0
388,RCL,79.07,5.0,77.61172072133195,↓,0.08560332089907645,80.23500061035156,↑,1
389,SPGI,377.84,-4.0,379.36185781020316,↑,0.009994917205429823,382.5899963378906,↑,1
390,CRM,171.325,12.0,329.0564535945814,↑,0.0027488959477296715,176.6999969482422,↑,1
391,SBAC,354.78,10.0,350.3781820585464,↓,0.3752946637090125,354.67999267578125,↓,0
392,SLB,39.85,2.0,39.53304033491963,↓,0.038758364725231365,40.20500183105469,↑,1
393,STX,80.0,7.0,96.3240884864955,↑,0.010314936698095068,83.19499969482422,↑,1
394,SEE,64.8,5.0,65.38951996340393,↑,0.009773860854044976,65.79000091552734,↑,1
395,SRE,164.58,10.0,167.38211771802526,↑,0.07970675726755902,165.02999877929688,↑,1
396,NOW,459.925,11.0,795.4535966997537,↑,0.002634563850575212,473.19500732421875,↑,1
397,SHW,271.51,14.0,307.47831233734723,↑,0.014452538951381384,282.0350036621094,↑,1
398,SPG,124.63,9.0,157.20859808980174,↑,0.006984418371686432,123.44000244140625,↓,0
399,SWKS,114.09,-1.0,112.15203242154257,↓,0.011383963431654478,113.05999755859375,↓,0
400,SNA,220.36,10.0,220.27257451244805,↓,0.38691372613308417,222.27999877929688,↑,1
401,SO,74.205,13.0,74.79774663755096,↑,0.07610176737657767,74.125,↓,0
402,LUV,45.305,2.0,44.69134832728014,↓,0.20244426812211985,46.06999969482422,↑,1
403,SWK,139.66,8.0,158.8993523383851,↑,0.01994356923301643,139.8699951171875,↑,1
404,SBUX,76.055,-2.0,77.64287612198939,↑,0.00983724499459353,75.66000366210938,↓,0
405,STT,68.64,5.0,78.70025240653581,↑,0.005736041754974081,67.79000091552734,↓,0
406,STE,235.62,16.0,239.88833365238315,↑,0.00895415557002409,233.27000427246094,↓,0
407,SYK,250.81,9.0,286.0507735590859,↑,0.0022416694904002364,251.17999267578125,↑,1
408,SIVB,521.475,13.0,604.9742470637178,↑,0.024800478940417637,513.47998046875,↓,0
409,SYF,37.885,12.0,38.31500101658776,↑,0.0878635956800354,37.290000915527344,↓,0
410,SNPS,285.21,12.0,373.9674699943944,↑,0.004930873601294443,293.3900146484375,↑,1
411,SYY,88.15,10.0,88.14785700887934,↓,0.7852524116749822,88.7750015258789,↑,1
412,TMUS,126.915,13.0,128.71900383882806,↑,0.05935818959401309,132.25999450683594,↑,1
413,TROW,132.36,6.0,153.5431331527129,↑,0.010091631950183444,132.3699951171875,↑,1
414,TTWO,126.5,12.0,236.54722278364846,↑,0.0024286577349517144,124.95999908447266,↓,0
415,TPR,32.77,4.0,31.96554566277081,↓,0.03070544392361525,33.084999084472656,↑,1
416,TGT,238.02,14.0,236.4785079165595,↓,0.6039637824030234,233.5800018310547,↓,0
417,TEL,121.514,11.0,166.40899147434504,↑,0.007390501154249376,126.56999969482422,↑,1
418,TDY,466.38,16.0,467.8587869606381,↑,0.04152079336506903,456.7200012207031,↓,0
419,TFX,321.28,5.0,322.5932330811647,↑,0.012149141545906107,317.44000244140625,↓,0
420,TER,109.34,11.0,137.6358512603937,↑,0.017956638997496645,108.1449966430664,↓,0
421,TSLA,892.39,-3.0,1051.2786566051946,↑,0.006332722149175706,893.4299926757812,↑,1
422,TXN,170.03,9.0,171.04860244050448,↑,0.01453040208829547,170.8000030517578,↑,1
423,TXT,67.03,10.0,77.57161538583784,↑,0.0047710503823396025,67.12999725341797,↑,1
424,COO,386.59,13.0,456.5055464045672,↑,0.001792646119237479,382.95001220703125,↓,0
425,HIG,70.35,11.0,79.12846203098161,↑,0.003783023116706404,70.45999908447266,↑,1
426,HSY,221.47,8.0,221.27381497503663,↓,0.14789172418323435,224.125,↑,1
427,MOS,63.845,11.0,75.28426391041921,↑,0.014611084812319309,65.55500030517578,↑,1
428,TRV,173.11,14.0,176.72534561157227,↑,0.011069548270147516,174.49000549316406,↑,1
429,DIS,116.84,-9.0,164.84037006908147,↑,0.0021686580279538037,116.04000091552734,↓,0
430,TMO,516.735,7.0,836.3735959113874,↑,0.001394653318654447,523.5800170898438,↑,1
431,TJX,61.99,9.0,62.07267750775736,↑,0.06402402831446788,61.935001373291016,↓,0
432,TSCO,207.39,15.0,223.98246271542484,↑,0.0029108824926948997,207.8800048828125,↑,1
433,TT,145.89,12.0,194.06883283227444,↑,0.009043136857356226,146.32000732421875,↑,1
434,TDG,620.09,10.0,619.1830294264072,↓,0.019809420618445782,615.4199829101562,↓,0
435,TRMB,66.48,13.0,76.83722932789124,↑,0.011879333032122965,66.77999877929688,↑,1
436,TFC,51.055,2.0,49.82875258395814,↓,0.025876662565552055,50.84000015258789,↓,0
437,TWTR,50.085,0.0,48.6063913951466,↓,0.09442282742529433,49.07500076293945,↓,0
438,TSN,93.11,11.0,92.43968841468451,↓,0.05857107833285472,94.54000091552734,↑,1
439,USB,50.225,-3.0,51.07850181438141,↑,0.008407969841175533,49.93000030517578,↓,0
440,UDR,57.21,4.0,56.70144938166778,↓,0.07508540315376959,56.70000076293945,↓,0
441,ULTA,409.505,9.0,406.11960318232383,↓,0.38939522546075933,408.3800048828125,↓,0
442,UAA,14.865,2.0,13.63186876122694,↓,0.03125992664620982,15.140000343322754,↑,1
443,UA,13.835,2.0,13.259514976539547,↓,0.029343608822635082,14.050000190734863,↑,1
444,UNP,235.34,12.0,298.4877361023068,↑,0.003280496300615901,237.47000122070312,↑,1
445,UAL,49.215,6.0,48.95424741284978,↓,0.3327814472913556,50.48500061035156,↑,1
446,UPS,185.09,-2.0,186.77058952254012,↑,0.009762037252132543,186.8280029296875,↑,1
447,URI,303.3,10.0,473.0822452740513,↑,0.0011867975099974278,308.010009765625,↑,1
448,UNH,517.28,6.0,525.4526664618752,↑,0.02931608249046675,519.3350219726562,↑,1
449,UHS,126.61,8.0,638.6049520884402,↑,0.00020533596842042289,124.81999969482422,↓,0
450,VLO,105.44,18.0,105.33331240130065,↓,0.2040566450045764,109.62999725341797,↑,1
451,VTR,58.17,1.0,57.82152362777288,↓,0.030222931776996736,57.5099983215332,↓,0
452,VRSN,208.61,9.0,211.79015570878983,↑,0.03284515839331659,205.97999572753906,↓,0
453,VZ,49.79,13.0,120.95085519518624,↑,0.00024013788164767042,48.790000915527344,↓,0
454,VRTX,268.81,11.0,272.81910136218363,↑,0.05153429242442882,268.864990234375,↑,1
455,VFC,52.92,0.0,49.476438019263924,↓,0.017980826838020145,53.040000915527344,↑,1
456,VTRS,10.375,-5.0,10.451006008019107,↑,0.016777422523732308,10.425000190734863,↑,1
457,V,203.6,8.0,206.00292463589543,↑,0.01022045139675154,216.02999877929688,↑,1
458,VNO,40.97,7.0,40.709825043464775,↓,0.07566618127841751,40.125,↓,0
459,VMC,171.66,6.0,177.17877912142743,↑,0.01594471142910501,173.6199951171875,↑,1
460,WRB,67.03,15.0,66.72607397987304,↓,0.11182421420851664,68.62000274658203,↑,1
461,GWW,494.46,15.0,492.2587934803742,↓,0.022857260382359613,499.2300109863281,↑,1
462,WAB,87.43,10.0,104.41261741275207,↑,0.00291853127013196,90.22000122070312,↑,1
463,WBA,45.105,10.0,45.5183369155111,↑,0.10862543743361977,44.82500076293945,↓,0
464,WMT,155.995,3.0,154.75391587100242,↓,0.42949034504829775,155.75999450683594,↓,0
465,WM,164.47,10.0,165.02657850911785,↑,0.13033316122286784,167.75999450683594,↑,1
466,WAT,291.115,10.0,382.2730641122316,↑,0.005276156921782571,296.3900146484375,↑,1
467,WEC,102.8,12.0,102.41131728289473,↓,0.3861010275897104,102.94000244140625,↑,1
468,WFC,44.855,2.0,43.55381776391209,↓,0.016955329974073608,44.93000030517578,↑,1
469,WELL,95.3681,9.0,94.94876575031958,↓,0.3818076073864303,93.87000274658203,↓,0
470,WST,335.32,12.0,685.3816907449473,↑,0.0015751330622519005,337.5799865722656,↑,1
471,WDC,49.6,8.0,49.31255573660428,↓,0.27920679338662424,50.31999969482422,↑,1
472,WU,18.905,13.0,18.826495731961586,↓,0.2151962406513289,18.7450008392334,↓,0
473,WRK,49.24,7.0,48.70058337223827,↓,0.3823851372209758,49.83000183105469,↑,1
474,WY,41.055,15.0,40.63528078868194,↓,0.13822312484609645,41.29999923706055,↑,1
475,WHR,188.565,5.0,201.36829473361198,↑,0.006272614892843269,183.07000732421875,↓,0
476,WMB,34.475,3.0,33.83347002726145,↓,0.2929325309120414,34.6349983215332,↑,1
477,WYNN,68.68,9.0,85.53419252296227,↑,0.005878775959016096,68.31999969482422,↓,0
478,XEL,73.615,6.0,73.24420279941658,↓,0.23238713179114134,73.80000305175781,↑,1
479,XYL,81.79,4.0,83.77866080756246,↑,0.045083240179517696,82.80000305175781,↑,1
480,YUM,117.04,7.0,119.66548103447529,↑,0.012057101673227657,118.69999694824219,↑,1
481,ZBRA,380.78,13.0,738.5496092897971,↑,0.004731746442550974,376.69000244140625,↓,0
482,ZBH,125.15,12.0,124.3711984861693,↓,0.1577781625116462,124.23999786376953,↓,0
483,ZION,56.29,10.0,112.91463287618308,↑,0.0010868082284256906,56.68000030517578,↑,1
